,Residential,Garden,Settlement,BP_BF,year_of_building,length_of_building,new_ins_period,NumberOfWindows_0,NumberOfWindows_1,NumberOfWindows_10,NumberOfWindows_2,NumberOfWindows_3,NumberOfWindows_4,NumberOfWindows_5,NumberOfWindows_6,NumberOfWindows_7,NumberOfWindows_8,NumberOfWindows_9,Building_Type_1,Building_Type_2,Building_Type_3,Building_Type_4
3831,0,1.0,1,1,29.0,92,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3832,0,1.0,1,1,30.0,92,747,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3833,0,0.0,0,1,36.0,129,997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3834,0,1.0,1,1,59.0,72,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3835,0,1.0,1,1,61.0,72,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3836,0,1.0,1,1,10.0,62,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3837,0,1.0,1,1,113.0,69,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3838,0,0.0,0,1,33.0,42,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3839,0,0.0,0,1,32.0,128,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3840,0,1.0,1,1,266.0,95,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3841,0,0.0,0,1,24.0,89,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3842,0,1.0,1,1,6.0,89,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3843,0,1.0,1,1,4.0,77,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3844,0,0.0,0,1,36.0,60,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3845,0,0.0,0,1,25.0,48,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3846,0,1.0,1,1,9.0,109,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3847,0,1.0,1,1,20.0,140,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3848,0,1.0,1,1,2.0,78,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3849,0,1.0,1,1,3.0,78,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3850,0,1.0,1,1,5.0,100,997,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3851,0,1.0,1,1,85.0,52,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3852,0,1.0,1,1,46.0,123,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3853,0,1.0,1,1,47.0,103,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3854,0,1.0,1,1,1.0,102,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3855,0,1.0,1,1,55.0,48,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3856,0,1.0,1,1,30.0,140,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3857,0,1.0,1,1,31.0,140,997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3858,0,1.0,1,1,43.0,69,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3859,0,1.0,1,1,12.0,72,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3860,0,1.0,1,1,112.0,50,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3861,0,0.0,0,0,43.0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3862,0,1.0,1,1,43.0,90,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3863,0,1.0,1,1,56.0,102,997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3864,0,0.0,0,0,32.0,125,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3865,0,0.0,0,0,32.0,56,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3866,0,1.0,1,1,53.0,48,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3867,0,1.0,1,1,52.0,111,1000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3868,0,1.0,1,1,53.0,111,747,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3869,0,1.0,1,1,56.0,111,997,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3870,0,1.0,1,1,23.0,48,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3871,0,1.0,1,1,53.0,66,747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3872,0,1.0,1,1,85.0,60,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3873,0,0.0,0,0,44.0,202,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3874,0,1.0,1,1,52.0,63,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3875,0,1.0,1,1,112.0,29,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3876,0,1.0,1,1,112.0,52,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3877,0,1.0,1,1,113.0,52,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3878,0,1.0,1,1,55.0,79,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3879,0,1.0,1,1,54.0,159,997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3880,0,0.0,0,0,54.0,51,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3881,0,0.0,0,0,56.0,51,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3882,0,1.0,1,1,53.0,65,747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3883,0,1.0,1,1,54.0,65,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3884,0,1.0,1,1,52.0,67,748,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3885,0,1.0,1,1,30.0,127,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3886,0,1.0,1,1,31.0,127,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3887,0,1.0,1,1,15.0,132,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3888,0,0.0,0,0,52.0,77,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3889,0,1.0,1,1,52.0,54,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3890,0,1.0,1,1,116.0,100,997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3891,0,0.0,0,1,34.0,67,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3892,0,1.0,1,1,55.0,53,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3893,0,1.0,1,1,55.0,121,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3894,0,1.0,1,1,15.0,68,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3895,0,1.0,1,1,32.0,165,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3896,0,1.0,1,1,86.0,88,997,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3897,0,0.0,0,0,32.0,80,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3898,0,1.0,1,1,57.0,67,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3899,0,1.0,1,1,42.0,94,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3900,0,1.0,1,1,44.0,94,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3901,0,1.0,1,1,45.0,94,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3902,0,1.0,1,1,54.0,155,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3903,0,1.0,1,1,94.0,68,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3904,0,1.0,1,1,95.0,68,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3905,0,1.0,1,1,54.0,103,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3906,0,1.0,1,1,55.0,103,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3907,0,0.0,0,0,33.0,55,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3908,0,1.0,1,1,10.0,93,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3909,0,0.0,0,1,36.0,89,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3910,0,0.0,0,1,32.0,77,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3911,0,0.0,0,1,32.0,52,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3912,0,1.0,1,1,64.0,77,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3913,0,1.0,1,1,12.0,66,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3914,0,1.0,1,1,13.0,66,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3915,0,1.0,1,1,54.0,126,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3916,0,0.0,0,1,33.0,68,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3917,0,0.0,0,1,36.0,68,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3918,0,1.0,1,1,46.0,105,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3919,0,1.0,1,1,13.0,56,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3920,0,1.0,1,1,9.0,72,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3921,0,0.0,0,0,35.0,178,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3922,0,0.0,0,0,36.0,178,997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3923,0,0.0,0,1,43.0,48,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3924,0,1.0,1,1,1.0,40,1000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3925,0,1.0,1,1,25.0,74,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3926,0,0.0,0,1,33.0,40,709,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3927,0,1.0,1,1,49.0,173,1000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3928,0,0.0,0,1,56.0,69,997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3929,0,1.0,1,1,53.0,38,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3930,0,1.0,1,1,7.0,101,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3931,0,0.0,0,1,26.0,56,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3932,0,0.0,0,1,24.0,107,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3933,0,0.0,0,1,25.0,107,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3934,0,0.0,0,1,33.0,117,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3935,0,0.0,0,1,26.0,84,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3936,0,0.0,0,1,27.0,92,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3937,0,0.0,0,1,24.0,63,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3938,0,0.0,0,1,36.0,72,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3939,1,0.0,0,1,33.0,74,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3940,0,1.0,1,1,48.0,84,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3941,0,1.0,1,1,51.0,84,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3942,1,1.0,1,1,20.0,85,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3943,0,1.0,1,1,5.0,89,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3944,0,0.0,0,0,42.0,33,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3945,1,1.0,1,1,14.0,160,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3946,1,1.0,1,1,18.0,160,997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3947,0,0.0,0,1,28.0,118,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3948,0,0.0,0,1,24.0,167,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3949,0,0.0,0,1,27.0,52,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3950,0,0.0,0,1,25.0,128,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3951,0,0.0,0,1,24.0,178,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3952,0,1.0,1,1,4.0,149,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3953,0,1.0,1,1,4.0,89,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3954,0,1.0,1,1,5.0,89,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3955,0,1.0,1,1,4.0,48,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3956,0,1.0,1,1,3.0,143,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3957,0,1.0,1,1,4.0,143,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3958,0,1.0,1,1,6.0,143,997,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3959,1,1.0,1,1,24.0,131,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3960,1,1.0,1,1,54.0,104,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3961,1,1.0,1,1,55.0,104,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3962,1,1.0,1,1,63.0,39,479,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3963,0,0.0,0,0,33.0,98,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3964,0,0.0,0,0,53.0,34,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3965,0,1.0,1,1,46.0,46,997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3966,0,1.0,1,1,55.0,27,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3967,1,0.0,0,1,52.0,54,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3968,0,1.0,1,1,103.0,39,934,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3969,0,0.0,0,1,34.0,60,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3970,0,0.0,0,1,54.0,45,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3971,0,0.0,0,1,56.0,45,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3972,0,0.0,0,1,34.0,48,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3973,0,0.0,0,1,36.0,48,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3974,0,1.0,1,1,66.0,150,997,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3975,0,0.0,0,1,52.0,40,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3976,0,0.0,0,1,52.0,31,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3977,0,0.0,0,1,56.0,31,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3978,0,0.0,0,1,52.0,65,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3979,0,0.0,0,1,54.0,42,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3980,0,0.0,0,1,25.0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3981,0,0.0,0,1,26.0,46,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3982,0,0.0,0,1,35.0,69,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3983,0,0.0,0,1,36.0,69,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3984,0,0.0,0,1,32.0,31,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3985,0,0.0,0,0,42.0,33,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3986,0,1.0,1,1,82.0,35,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3987,0,1.0,1,1,112.0,36,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3988,0,1.0,1,1,113.0,28,580,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3989,0,1.0,1,1,38.0,61,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3990,1,1.0,1,1,123.0,72,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3991,1,1.0,1,1,44.0,110,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3992,1,1.0,1,1,116.0,47,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3993,1,1.0,1,1,114.0,127,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3994,0,1.0,1,1,95.0,107,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3995,0,1.0,1,1,37.0,66,333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3996,0,1.0,1,1,39.0,66,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3997,1,1.0,1,1,44.0,49,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3998,1,1.0,1,1,48.0,53,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3999,0,0.0,0,0,54.0,52,567,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4000,0,1.0,1,1,14.0,61,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4001,0,0.0,0,0,43.0,37,227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4002,0,1.0,1,1,64.0,53,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4003,0,0.0,0,0,44.0,85,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4004,0,0.0,0,0,53.0,39,747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4005,1,0.0,0,1,52.0,30,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4006,1,0.0,0,1,54.0,30,901,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4007,0,0.0,0,0,52.0,61,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4008,0,0.0,0,0,56.0,61,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4009,1,0.0,0,1,53.0,40,890,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4010,1,1.0,1,1,92.0,40,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4011,0,0.0,0,1,24.0,48,827,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4012,1,0.0,0,0,25.0,31,205,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4013,1,1.0,1,1,27.0,57,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4014,0,0.0,0,1,52.0,95,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4015,0,1.0,1,1,14.0,132,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4016,0,0.0,0,0,28.0,54,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4017,0,0.0,0,1,26.0,107,504,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4018,0,0.0,0,1,27.0,107,994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4019,0,0.0,0,0,27.0,60,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4020,0,0.0,0,0,24.0,72,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4021,0,0.0,0,1,24.0,55,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4022,0,0.0,0,1,27.0,77,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4023,0,1.0,1,1,40.0,132,84,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4024,0,1.0,1,1,42.0,58,606,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4025,0,0.0,0,0,27.0,78,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4026,0,1.0,1,1,5.0,98,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4027,0,1.0,1,1,6.0,98,997,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4028,0,0.0,0,0,44.0,90,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4029,0,0.0,0,0,42.0,133,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4030,0,0.0,0,0,43.0,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4031,0,1.0,1,1,216.0,38,997,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4032,0,0.0,0,1,28.0,80,997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4033,0,1.0,1,1,62.0,50,997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4034,0,0.0,0,0,25.0,34,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4035,0,0.0,0,1,53.0,41,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4036,0,0.0,0,1,28.0,46,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4037,0,0.0,0,0,43.0,69,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4038,0,0.0,0,0,44.0,98,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4039,0,1.0,1,1,64.0,30,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4040,0,0.0,0,1,43.0,43,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4041,0,0.0,0,1,46.0,43,967,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4042,0,0.0,0,0,55.0,51,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4043,0,1.0,1,1,26.0,150,344,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4044,0,1.0,1,1,41.0,73,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4045,0,1.0,1,1,43.0,73,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4046,0,1.0,1,1,4.0,146,751,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4047,0,0.0,0,1,54.0,61,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4048,0,0.0,0,1,55.0,61,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4049,0,1.0,1,1,10.0,84,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4050,0,1.0,1,1,114.0,79,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4051,0,1.0,1,1,115.0,79,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4052,0,1.0,1,1,55.0,36,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4053,0,1.0,1,1,114.0,69,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4054,0,1.0,1,1,45.0,76,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4055,0,0.0,0,1,43.0,77,912,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4056,0,1.0,1,1,44.0,63,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4057,0,1.0,1,1,45.0,63,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4058,0,1.0,1,1,37.0,81,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4059,0,1.0,1,1,9.0,109,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4060,0,1.0,1,1,8.0,78,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4061,0,1.0,1,1,18.0,73,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4062,0,1.0,1,1,22.0,84,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4063,0,1.0,1,1,25.0,84,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4064,0,0.0,0,1,53.0,51,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4065,0,1.0,1,1,25.0,67,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4066,0,1.0,1,1,113.0,249,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4067,0,1.0,1,1,114.0,249,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4068,0,1.0,1,1,116.0,249,663,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4069,0,1.0,1,1,52.0,72,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4070,0,1.0,1,1,76.0,58,997,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4071,0,1.0,1,1,1.0,90,295,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4072,0,1.0,1,1,113.0,34,167,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4073,0,1.0,1,1,116.0,34,997,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4074,0,1.0,1,1,18.0,98,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4075,0,1.0,1,1,20.0,98,997,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4076,0,1.0,1,1,2.0,70,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4077,0,1.0,1,1,39.0,80,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4078,0,1.0,1,1,42.0,80,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4079,0,1.0,1,1,93.0,35,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4080,0,0.0,0,1,53.0,100,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4081,0,0.0,0,0,32.0,103,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4082,0,0.0,0,0,33.0,103,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4083,0,1.0,1,1,55.0,82,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4084,0,0.0,0,1,27.0,63,200,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4085,0,0.0,0,0,53.0,38,906,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4086,0,1.0,1,1,84.0,48,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4087,0,1.0,1,1,34.0,102,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4088,0,0.0,0,1,52.0,44,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4089,0,0.0,0,1,55.0,83,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4090,0,0.0,0,1,56.0,40,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4091,0,0.0,0,1,53.0,58,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4092,0,0.0,0,1,36.0,126,997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4093,0,0.0,0,0,52.0,87,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4094,1,0.0,0,0,32.0,141,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4095,0,1.0,1,1,53.0,77,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4096,0,0.0,0,1,32.0,32,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
